DXC	1688568
NEX	1688476
INVH	1687229
REVG	1687221
BHF	1685040
IMXI	1683695
CARS	1683606
MRNA	1682852
VRRM	1682745
GTYH	1682325
VREX	1681622
NODK	1681206
AVRO	1681087
HFFG	1680873
FULC	1680581
SBT	1680379
STTK	1680367
PUMP	1680247
MBIO	1680048
PING	1679826
CLNY	1679688
MORF	1679363
LW	1679273
INSW	1679049
PRLD	1678660
FRTA	1678463
BYSI	1677940
CNDT	1677703
IIPR	1677576
IDYA	1676725
CSTR	1676479
FVCB	1675644
AA	1675149
FLGT	1674930
VVV	1674910
ASH	1674862
JELD	1674335
HGV	1674168
VRT	1674101
ASIX	1673985
RAPT	1673772
YUMC	1673358
GOLF	1672013
TTD	1671933
SBTX	1671858
CATM	1671013
YETI	1670592
ADNT	1670541
DFIN	1669811
CWH	1669779
KNSL	1669162
PETQ	1668673
MEDP	1668397
URGN	1668243
DD	1666700
ATKR	1666138
BL	1666134
CDLX	1666071
USFD	1665918
KROS	1664710
BE	1664703
CRTX	1662774
CCCC	1662579
FIXX	1661998
PSTX	1661460
ORGO	1661181
NXTC	1661059
TRTN	1660734
VRCA	1660334
TENB	1660280
OKTA	1660134
FTV	1659166
CRNX	1658247
GRTS	1656634
ARVN	1655759
BYND	1655210
DCPH	1654151
RRR	1653653
NGVT	1653477
WTRH	1653247
NTB	1653242
ALEC	1653087
ICHR	1652535
NTLA	1652130
GOOGL	1652044
GOOG	1652044
DMTK	1651944
TRHC	1651561
FOCS	1651052
WBT	1650962
SITE	1650729
EDIT	1650664
FDMT	1650648
TEAM	1650372
FCPT	1650132
RYTM	1649904
FBK	1649749
DLTH	1649744
CLPR	1649096
PCVX	1649094
UPST	1647639
WSC	1647088
ACI	1646972
HOME	1646228
KZR	1645666
HPE	1645590
CUE	1645460
NVCR	1645113
MIME	1644675
GCP	1644440
TWNK	1644406
RMR	1644378
PRPL	1643953
MEG	1643615
SUMO	1643269
SWAV	1642545
DSKE	1642453
OCX	1642380
AC	1642122
ABTX	1642081
FLOW	1641991
BOLT	1641281
JNCE	1640455
EVER	1640428
VYGR	1640266
SPOT	1639920
PTON	1639825
LIVN	1639691
OLLI	1639300
SGRY	1638833
MCFT	1638290
SPNE	1637761
KHC	1637459
PLNT	1637207
OVID	1636651
MSGS	1636519
HCAT	1636422
ALTA	1636286
AGLE	1636282
WING	1636222
NWLI	1635984
EXTN	1635881
AGR	1634997
PROS	1634038
LITE	1633978
BLD	1633931
PYPL	1633917
ENR	1632790
CABO	1632127
KREF	1631596
WVE	1631574
CHCT	1631569
TRTX	1630472
GBT	1629137
MBIN	1629019
EVH	1628908
CWK	1628369
RVMD	1628171
SRG	1628063
SAIL	1627857
UPWK	1627475
CC	1627223
BKI	1627014
XBIT	1626878
BIGC	1626450
PJT	1626115
PLSE	1625101
CSWI	1624794
PAVM	1624326
BFST	1624322
AM	1623925
STOK	1623526
DEA	1622194
SUM	1621563
SHAK	1620533
ATHA	1620463
JRVR	1620459
NXRT	1620393
UNIT	1620280
INOV	1619954
IGT	1619762
WBA	1618921
EVFM	1618835
NTNX	1618732
PFGC	1618673
NSA	1618563
Z	1617640
ZG	1617640
PK	1617406
KRNY	1617242
AXTA	1616862
W	1616707
SGH	1616533
VSTO	1616318
XHR	1616000
VERI	1615165
AJX	1614806
CADE	1614184
YEXT	1614178
PRAH	1613859
GWB	1613665
MDT	1613103
JYNT	1612630
LBRDK	1611983
LBRDA	1611983
FRPT	1611647
UE	1611547
SYNH	1610950
BOOT	1610250
SNR	1610114
MCRB	1609809
OEC	1609804
GDDY	1609711
CDK	1609702
INSP	1609550
AFMD	1608390
VKTX	1607678
KE	1606757
LTRPA	1606745
AVNS	1606498
RBNC	1606440
LOCO	1606366
SPKE	1606268
PGRE	1605607
GRWG	1604868
NTRA	1604821
QRVO	1604778
AQUA	1604643
ATRA	1604464
WMS	1604028
AXNX	1603756
ISTR	1602658
SYF	1601712
WTRE	1601669
VEC	1601548
KEYS	1601046
GMS	1600438
EBSB	1600125
ELF	1600033
RNA	1599901
DNOW	1599617
VRTV	1599489
HRTG	1598665
NERV	1598646
TMST	1598428
INFO	1598014
RYAM	1597672
SAGE	1597553
VRAY	1597313
BPMC	1597264
SABR	1597033
LPG	1596993
MC	1596967
QTNT	1596946
CTLT	1596783
ANET	1596532
MGNI	1595974
TPTX	1595893
TCDA	1595585
CRBP	1595097
GRUB	1594109
ISBC	1594012
AVIR	1593899
AGS	1593548
NAVI	1593538
CIO	1593222
TPCO	1593195
ENDP	1593034
VIRT	1592386
PCTY	1591698
FPI	1591670
AMK	1591587
MBUU	1590976
PAYC	1590955
CZR	1590895
RGNX	1590877
CTRE	1590717
ESI	1590714
BLBD	1589526
REPH	1588972
OGS	1587732
KN	1587523
NETI	1587264
HLT	1585689
TACO	1585583
ZM	1585521
PRGO	1585364
AKTS	1584754
ARMK	1584509
OMF	1584207
PIRS	1583648
TBPH	1583107
TWST	1581280
STAY	1581164
RMAX	1581091
BRX	1581068
IBP	1580905
VRM	1580864
ATEN	1580808
LGIH	1580670
SC	1580608
HMHC	1580156
OUT	1579877
NBEV	1579823
VITL	1579733
GCI	1579684
AXSM	1579428
BURL	1579298
ALLE	1579241
EEX	1579214
PBIP	1578776
MMI	1578732
PINC	1577916
LADR	1577670
AI	1577526
ASC	1577437
QTS	1577368
SFIX	1576942
CCS	1576940
GH	1576280
MRTX	1576263
BNFT	1576169
SPNT	1576018
GLPI	1575965
FI	1575828
SFM	1575515
DOC	1574540
MUSA	1573516
REAL	1573221
DELL	1571996
ICE	1571949
CHMI	1571776
EPZM	1571498
REXR	1571283
SAIC	1571123
EOLS	1570562
WSBF	1569994
OZK	1569650
AHH	1569187
AFIN	1568162
PD	1568100
CWEN	1567683
ITCI	1567514
HMTV	1567345
NCNO	1566895
VYNE	1566044
SEAS	1564902
ALLK	1564824
NWSA	1564708
NWS	1564708
IBTX	1564618
OSH	1564406
TMHC	1562476
INBK	1562463
AMH	1562401
HASI	1561894
KIN	1561743
TPH	1561680
XONE	1561627
DDOG	1561550
FWONK	1560385
LSXMK	1560385
LSXMA	1560385
FWONA	1560385
BATRK	1560385
BATRA	1560385
RPD	1560327
GTHX	1560241
EVTC	1559865
PRTA	1559053
GLOB	1557860
KDMN	1557142
FNWB	1556727
NRZ	1556593
SYRS	1556263
ZTS	1555280
MASS	1555279
RLMD	1553643
CONE	1553023
TRU	1552033
SIEN	1551693
PGNY	1551306
ETN	1551182
ABBV	1551152
SAMG	1549966
NRIX	1549595
SSTK	1549346
NMIH	1547903
NGVC	1547459
BLMN	1546417
ALEX	1545654
UBER	1543151
ESRT	1541401
PLAN	1540755
MDLA	1540184
FANG	1539838
TBK	1539638
STOR	1538990
FMTX	1538927
OPRT	1538716
HTBI	1538263
TYME	1537917
GOGO	1537054
VOYA	1535929
CRWD	1535527
CLDR	1535379
FRGI	1534992
PSX	1534701
PBF	1534504
GMRE	1533615
ESGC	1532981
NVEE	1532961
BCEL	1532346
BJ	1531152
NARI	1531048
ESQ	1531031
POST	1530950
TROX	1530804
BSGM	1530766
CPRI	1530721
FSBW	1530249
ENVA	1529864
ACRE	1529377
FRG	1528930
RH	1528849
GWRE	1528396
ANNX	1528115
PSNL	1527753
RC	1527590
PTVE	1527508
ATH	1527469
CG	1527166
TRIP	1526520
VSTM	1526119
GNL	1526113
PLAY	1525769
VTOL	1525221
CHUY	1524931
SLCA	1524741
XYL	1524472
VAC	1524358
TLYS	1524025
AFIB	1522860
FBIZ	1521951
APTV	1521332
LNTH	1521036
ACHC	1520697
ALKS	1520262
MTDR	1520006
FBHS	1519751
RM	1519401
TSE	1519061
HMST	1518715
ORC	1518621
FSLY	1517413
SPT	1517375
APAM	1517302
COMM	1517228
CHEF	1517175
AKBA	1517022
GATO	1517006
OBNK	1516912
PLYM	1515816
RARE	1515673
ADES	1515156
AMCX	1514991
SXC	1514705
BAND	1514416
NCLH	1513761
CHRS	1512762
SQ	1512673
LIND	1512499
UI	1511737
RLJ	1511337
MPC	1510295
KOS	1509991
BCEI	1509589
VER	1507385
FND	1507079
KMI	1506307
PINS	1506293
DOMO	1505952
BWFG	1505732
UPLD	1505155
CSTE	1504379
BKU	1504008
KPTI	1503802
CMRE	1503584
QTRX	1503274
CTMX	1501989
ADVM	1501756
XFOR	1501697
HII	1501585
VBTX	1501570
NVTA	1501134
GPRO	1500435
AAT	1500217
STXB	1499453
RBB	1499422
HHC	1498828
SAVE	1498710
WD	1497770
INN	1497645
CALA	1496671
PAYS	1496443
IGMS	1496323
BPYU	1496048
EXPI	1495932
VRA	1495320
LAND	1495240
OPTN	1494650
BOMN	1494582
UNVR	1494319
CARG	1494259
HEAR	1493761
MTSI	1493594
NFBK	1493225
KNX	1492691
NLSN	1492633
HZNP	1492426
APLS	1492422
SBRA	1492298
PFBC	1492165
LIVX	1491419
SDGR	1490978
CFFN	1490906
COR	1490892
GRPN	1490281
LYB	1489393
THR	1489096
CUBI	1488813
AMRC	1488139
VPG	1487952
AL	1487712
ASPU	1487198
BWXT	1486957
OM	1484612
STNG	1483934
EXPR	1483510
HPP	1482512
APTS	1481832
QUAD	1481792
ACCD	1481646
RYI	1481582
KALA	1479419
RVNC	1479290
STAG	1479094
ADPT	1478320
IQV	1478242
TDOC	1477449
NET	1477333
ST	1477294
TRNO	1476150
CLDT	1476045
MCB	1476034
PRI	1475922
NBHC	1475841
LBC	1475348
EB	1475115
BGSF	1474903
GNRC	1474735
PSTG	1474432
PEB	1474098
CBTX	1473844
FAF	1472787
RCM	1472595
NWBI	1471265
MSGN	1469372
RUN	1469367
KOD	1468748
SCWX	1468666
ADUS	1468328
H	1468174
GM	1467858
ARI	1467760
DBX	1467623
ACN	1467373
OTTR	1466593
COWN	1466538
CLVS	1466301
TT	1466258
IRT	1466085
MSBI	1466026
WMC	1465885
TWO	1465740
STWD	1465128
RILY	1464790
PMT	1464423
UBX	1463361
REGI	1463258
ZEN	1463172
ENPH	1463101
ASPS	1462418
LOB	1462120
ACBI	1461755
FLNT	1460329
SIBN	1459839
TWOU	1459417
ALRM	1459200
CFB	1458412
OPI	1456772
COLD	1455863
TPIC	1455684
SELB	1453687
SITM	1451809
RIG	1451505
ESNT	1448893
OPRX	1448431
NEWR	1448056
TWLO	1447669
CSTL	1447362
TBNK	1447051
IRWD	1446847
WK	1445305
NVRO	1444380
PRLB	1443669
BAH	1443646
MRSN	1442836
BRG	1442626
VRSK	1442145
MDB	1441816
APPN	1441683
CLW	1441236
ZNGA	1439404
RXN	1439288
AGIO	1439222
MRC	1439095
TVTX	1438533
DMRC	1438231
TNDM	1438133
BFAM	1437578
ARDX	1437402
EVBG	1437352
DISCK	1437107
DISCA	1437107
IVR	1437071
HBCP	1436425
MG	1436126
KDNY	1435049
ESPR	1434868
SB	1434754
GWRS	1434728
TREE	1434621
LOPE	1434588
CNST	1434418
FATE	1434316
JBT	1433660
HLNE	1433642
AR	1433270
APPF	1433195
OVLY	1431567
SFBS	1430723
FBIO	1429260
TMX	1428875
RDUS	1428522
ROKU	1428439
HQY	1428336
ARR	1428205
ACRX	1427925
ECHO	1426945
ASMB	1426800
NGM	1426332
KIDS	1425450
WKHS	1425287
IOVA	1425205
FOXF	1424929
BNL	1424182
PCB	1423869
ZUO	1423774
AGNC	1423689
NX	1423221
KURA	1422143
ERII	1421517
IPI	1421461
VRS	1421182
CFX	1420800
IBIO	1420720
ATOM	1420520
SEDG	1419612
FLXN	1419600
AT	1419242
IRDM	1418819
KDP	1418135
APLE	1418121
AVYA	1418100
TWTR	1418091
HI	1417398
SATS	1415404
FFWM	1413837
PM	1413329
TGH	1413159
LEVL	1412707
MOFG	1412665
PHR	1412408
TCS	1411688
AMC	1411579
APO	1411494
EFC	1411342
ALSN	1411207
ISEE	1410939
AWK	1410636
QTWO	1410384
CRMD	1410098
LC	1409970
CIM	1409493
TITN	1409171
FN	1408710
FGBI	1408534
MSCI	1408198
KW	1408100
GPK	1408075
ROIC	1407623
CALX	1406666
FOR	1406587
IDCC	1405495
KKR	1404912
HUBS	1404655
NLTX	1404644
ONEM	1404123
ULTA	1403568
BMRC	1403475
HCCI	1403431
SCU	1403256
V	1403161
SSNC	1402436
CDW	1402057
NSTG	1401708
CSOD	1401680
PBYI	1401667
UIHC	1401521
IHRT	1400891
HCI	1400810
DRNA	1399529
PZN	1399249
RLGY	1398987
G	1398659
LPLA	1397911
SILK	1397702
LULU	1397187
PCRX	1396814
LL	1396033
VMC	1396009
KAR	1395942
SNDX	1395937
DHX	1393883
TIPT	1393726
DFS	1393612
AMWL	1393584
OCUL	1393434
PSA	1393311
VEEV	1393052
PRO	1392972
LLNW	1391127
BK	1390777
HBMD	1390162
TRGP	1389170
AROC	1389050
IRTC	1388658
CAI	1388430
AOSL	1387467
CDXC	1386570
GDOT	1386278
COUP	1385867
UUUU	1385849
GLRE	1385613
CNK	1385280
RNG	1384905
VCYT	1384101
BR	1383312
RDFN	1382821
ESSA	1382230
STRO	1382101
TFSL	1381668
UFS	1381531
IBKR	1381197
TSC	1380846
EIG	1379041
BERY	1378992
PRTS	1378950
PBCT	1378946
NCMI	1377630
PTGX	1377121
CVI	1376139
SMCI	1375365
ZGNX	1375151
AIMC	1374535
CBOE	1374310
NOW	1373715
GRBK	1373670
BOX	1372612
GLDD	1372020
III	1371489
TRUP	1371285
OC	1370946
FEYE	1370880
ETSY	1370637
WLDN	1370450
ANAB	1370053
CPRX	1369568
AVAV	1368622
ADMA	1368514
SBH	1368458
CLNE	1368265
ATHX	1368148
CNCE	1367920
EBS	1367644
SMAR	1366561
GLUU	1366246
AMRS	1365916
WU	1365135
CHGG	1364954
SPR	1364885
BLK	1364742
HRI	1364479
DEI	1364250
ESGR	1363829
ALGT	1362468
ICFI	1362004
ORBC	1361983
TNL	1361658
PRIM	1361538
VRNS	1361113
EVR	1360901
HTA	1360604
HBI	1359841
RETA	1358762
DTIL	1357874
KBR	1357615
SUPN	1356576
PGEN	1356090
QRTEA	1355096
PGTI	1354327
SPLK	1353283
EPAM	1352010
SSTI	1351636
ATEC	1350653
MWA	1350593
KALV	1348911
AVLR	1348036
CORR	1347652
VNDA	1347178
CARA	1346830
XERS	1346302
CPA	1345105
YELP	1345016
LMNR	1342423
GFN	1342287
CELH	1341766
ORCL	1341439
BWB	1341317
CTT	1341141
CCXI	1340652
HEES	1339605
CHMA	1339469
PCH	1338749
ENV	1337619
AERI	1337553
FF	1337298
INFU	1337013
LDOS	1336920
UAA	1336917
UA	1336917
LYV	1335258
UEC	1334933
CROX	1334036
EQH	1333986
CASA	1333835
EHTH	1333493
BKD	1332349
FNF	1331875
HOMB	1331520
DHT	1331284
BCC	1328581
WDAY	1327811
OOMA	1327688
PANW	1327567
FB	1326801
XNCR	1326732
GME	1326380
GNK	1326200
DUK	1326160
IBRX	1326110
FRST	1325670
ROLL	1324948
EXPE	1324424
CF	1324404
RUTH	1324272
ATRC	1323885
ESXB	1323648
ALBO	1322505
EGLE	1322439
PEN	1321732
KRA	1321646
THS	1320695
CPS	1320461
SEM	1320414
LNSR	1320350
DBI	1319947
TSLA	1318605
EVRI	1318568
CTRN	1318484
CORE	1318084
ZUMZ	1318008
OFLX	1317945
BLDR	1316835
PKBK	1315399
KOP	1315257
GTT	1315255
SONO	1314727
AVXL	1314052
BCOV	1313275
SI	1312109
LAZ	1311370
GPRE	1309402
WEX	1309108
SRC	1308606
DLB	1308547
ULH	1308208
HUN	1307954
CE	1306830
EIGR	1305253
ATEX	1304492
CNSL	1304421
BFIN	1303942
LHCG	1303313
HLI	1302215
ATNX	1300699
LVS	1300514
BXS	1299939
AX	1299709
PACB	1299130
DRH	1298946
CUBE	1298675
DLR	1297996
EXLS	1297989
AMPH	1297184
ORA	1296445
NP	1296435
PBH	1295947
SHO	1295810
TBBK	1295401
INGN	1294133
BLUE	1293971
TTGT	1293282
TPB	1290677
SPOK	1289945
SFL	1289877
HURN	1289848
MIC	1289790
EXR	1289490
TXRH	1289460
MORN	1289419
STXS	1289340
ENS	1289308
FIVN	1288847
SBNY	1288784
MXL	1288469
WTI	1288403
MPW	1287865
PLOW	1287213
DPZ	1286681
KRG	1286043
OMER	1285819
MOS	1285785
CNS	1284812
TMUS	1283699
ACC	1283630
GHL	1282977
NEU	1282637
RCKT	1281895
RF	1281761
XLRN	1280600
MPWR	1280452
AMBA	1280263
BLKB	1280058
BGS	1278027
MKTX	1278021
MVBF	1277902
GNW	1276520
ANGO	1275187
NDLS	1275158
UCTT	1275014
FSLR	1274494
AGO	1273813
NYMT	1273685
VG	1272830
XENT	1271214
ICPT	1270073
MRNS	1267813
COLL	1267565
AIZ	1267238
HTH	1265131
SLCT	1263762
CMPR	1262976
WLK	1262823
MEIP	1262104
FTNT	1262039
DOCU	1261333
AGRX	1261249
MRLN	1260968
TDG	1260221
NNI	1258602
KRO	1257640
WLL	1255474
WLLBW	1255474
WLLAW	1255474
ABR	1253986
GLYC	1253689
VAPO	1253176
CXP	1252849
LUNA	1239819
GMED	1237831
LQDT	1235468
GOOD	1234006
JAZZ	1232524
PIPR	1230245
BCBP	1228454
CMP	1227654
EQBK	1227500
NPTN	1227025
MNOV	1226616
CNO	1224608
CONN	1223389
RPAI	1222840
MODV	1220754
CCK	1219601
CDNA	1217234
AXS	1214816
WAL	1212545
PFPT	1212458
AAIC	1209028
GLNG	1207179
TPX	1206264
APEI	1201792
CDXS	1200375
GKOS	1192448
PRAA	1185348
MTEM	1183765
HLF	1180262
CSII	1180145
MOH	1179929
PFS	1178970
FOLD	1178879
PRTK	1178711
ALNY	1178670
SAIA	1177702
ENTA	1177648
FIVE	1177609
SNX	1177394
ARES	1176948
WSR	1175535
FLT	1175454
CTSO	1175151
WYNN	1174922
NCBS	1174850
HY	1173514
CEVA	1173489
NG	1173420
HA	1172222
SAFT	1172052
CIT	1171825
RRGB	1171759
GTS	1171662
RLGT	1171155
KMX	1170010
WIFI	1169988
BANC	1169770
ECOM	1169652
CVLT	1169561
CPSI	1169445
XEC	1168054
WTBA	1166928
CMCSA	1166691
VRNT	1166388
XPO	1166003
WHG	1165002
NPO	1164863
NEM	1164727
NBR	1163739
SPFI	1163668
NRIM	1163370
X	1163302
COP	1163165
CUTR	1162461
FLDM	1162194
MGEE	1161728
DCT	1160951
GORO	1160791
SVRA	1160308
IRBT	1159167
HALO	1159036
LMAT	1158895
JBLU	1158463
AAP	1158449
CCOI	1158324
SCOR	1158172
AAOI	1158114
WNEB	1157647
MDGL	1157601
LRN	1157408
CME	1156375
ANTM	1156039
ASPN	1145986
PODD	1145197
ABG	1144980
BG	1144519
AYI	1144215
AMN	1142750
NUVA	1142596
NXST	1142417
FCCY	1141807
MA	1141391
CCRN	1141103
ABC	1140859
WLTW	1140536
ARAY	1138723
INFN	1138639
CBRE	1138118
BCLI	1137883
PRU	1137774
UBFO	1137547
FIS	1136893
ZBH	1136869
OTRK	1136174
AAWW	1135185
CVGW	1133470
NOC	1133421
GALT	1133416
FRC	1132979
ATLO	1132651
SPWH	1132105
SNCR	1131554
OSTK	1130713
BKH	1130464
CNP	1130310
BSRR	1130144
VCRA	1129260
MPX	1129155
FLO	1128928
HOPE	1128361
PRA	1127703
LUNG	1127537
CVCY	1127371
SR	1126956
PFG	1126328
ENSG	1125376
MGNX	1125345
BECN	1124941
MDRX	1124804
LASR	1124796
VMW	1124610
CYRX	1124524
FLR	1124198
EXAS	1124140
HBIO	1123494
GPN	1123360
AVNT	1122976
NTGR	1122904
GRMN	1121788
OIS	1121484
MAXR	1121142
PDFS	1120914
NDAQ	1120193
MODN	1118417
CMRX	1117480
QNST	1117297
TTMI	1116942
OSUR	1116463
TPR	1116132
QUOT	1115128
PNFP	1115055
PI	1114995
ITGR	1114483
MTOR	1113256
ACLS	1113232
TROW	1113169
IPGP	1111928
NI	1111711
VC	1111335
ILMN	1110803
ONTF	1110611
EXC	1109357
BRKR	1109354
HAFC	1109242
EVC	1109116
CRM	1108524
PNM	1108426
BHLB	1108134
CYH	1108109
QLYS	1107843
ZIOP	1107421
MTRN	1104657
INSM	1104506
MDLZ	1103982
BDSI	1103021
LPSN	1102993
CCMP	1102934
PACW	1102112
DZSI	1101680
ENTG	1101302
EQIX	1101239
ADS	1101215
CRL	1100682
EW	1099800
MET	1099219
AGEN	1098972
FDBC	1098151
ON	1097864
ALGN	1097149
EPC	1096752
MKL	1096343
LXFR	1096056
STAR	1095651
HSTM	1095565
RE	1095073
BGCP	1094831
TDY	1094285
MRKR	1094038
PLUG	1093691
PEBK	1093672
DXCM	1093557
SWBI	1092796
SPSC	1092699
WWE	1091907
CIR	1091883
ARGO	1091748
CHTR	1091667
A	1090872
UPS	1090727
LAMR	1090425
DVN	1090012
SFST	1090009
GAIA	1089872
DKS	1089063
CORT	1088856
AKAM	1086222
PRFT	1085869
ECPG	1084961
FLWS	1084869
RGP	1084765
JCOM	1084048
AMEH	1083446
STMP	1082923
UTHR	1082554
VHC	1082324
DRRX	1082038
ARNA	1080709
INVA	1080014
EXTR	1078271
NLS	1078207
NTCT	1078075
UMPQ	1077771
HOFT	1077688
TCBI	1077428
NEO	1077183
NOVT	1076930
BKNG	1075531
DHC	1075415
LCNB	1074902
USCR	1073429
EPAY	1073349
MCF	1071993
CNC	1071739
GDEN	1071255
RRBI	1071236
CXW	1070985
HST	1070750
GCBC	1070524
ACAD	1070494
CNX	1070412
FCAP	1070296
STL	1070154
PTCT	1070081
FNHC	1069996
PAHC	1069899
TREX	1069878
RGCO	1069533
SAVA	1069530
KTOS	1069258
LII	1069202
AXON	1069183
EWBC	1069157
BCOR	1068875
PB	1068851
AUD	1067837
URI	1067701
CBRL	1067294
HSII	1066605
EGAN	1066194
SKX	1065837
LKQ	1065696
NFLX	1065280
EBAY	1065088
BTU	1064728
SPG	1063761
HT	1063344
LXRX	1062822
DOX	1062579
AXL	1062231
CYTK	1061983
BXMT	1061630
CRI	1060822
SGEN	1060736
RSG	1060391
GBL	1060349
MCO	1059556
SP	1059262
GNTY	1058867
IMMR	1058811
CTSH	1058290
CMG	1058090
IDA	1057877
FBP	1057706
HCKT	1057379
CSGP	1057352
HZO	1057060
PFIS	1056943
AWR	1056903
MANH	1056696
FHI	1056288
INO	1055726
MFA	1055160
IOSP	1054905
CRAI	1053706
MCBC	1053584
AMT	1053507
HTBK	1053352
GTY	1052752
WDR	1052100
AXTI	1051627
TDS	1051512
CCI	1051470
PWR	1050915
SCS	1050825
COLM	1050797
PGC	1050743
MSTR	1050446
EGBN	1050441
CNXN	1050377
BRKL	1049782
CIX	1049606
MRCY	1049521
MKSI	1049502
FDX	1048911
FFIV	1048695
BMRN	1048477
MAR	1048286
IESC	1048268
ED	1047862
FDP	1047340
NHC	1047335
AMKR	1047127
PRDO	1046568
CHH	1046311
INGR	1046257
TSBK	1046050
HFWA	1046025
NVDA	1045810
PLD	1045609
EPR	1045450
GRA	1045309
OSPN	1044777
JNPR	1043604
SAH	1043509
SRI	1043337
CHRW	1043277
NLY	1043219
DRQ	1042893
PDM	1042776
MBWM	1042729
CBAY	1042074
AFG	1042046
